Frame,Player_ID,X,Y
0,Ball,0.8564236111111111,0.12111111111111111
10020,Ball,0.26788194444444446,0.31583333333333335
10050,Ball,0.23229166666666667,0.31305555555555553
10080,Ball,0.21510416666666668,0.3188888888888889
10110,Ball,0.2065972222222222,0.3258333333333333
10140,Ball,0.19340277777777778,0.33805555555555555
10170,Ball,0.85625,0.12111111111111111
1020,Ball,0.22881944444444444,0.38055555555555554
10200,Ball,0.85625,0.12111111111111111
10230,Ball,0.8564236111111111,0.12111111111111111
10260,1,0.663525402545929,0.5137028098106384
10260,2,0.6837984919548035,0.4417489767074585
10260,3,0.696449875831604,0.4322870969772339
10260,4,0.7072830200195312,0.42264658212661743
10260,5,0.6350040435791016,0.4616677165031433
10260,6,0.622993528842926,0.45847201347351074
10260,7,0.6124165058135986,0.45393410325050354
10260,8,0.7291454076766968,0.3753907382488251
10260,9,0.5826522707939148,0.4367823898792267
10260,10,0.6935473680496216,0.540095329284668
10260,11,0.6502532362937927,0.5557788014411926
10260,12,0.7843344211578369,0.41569438576698303
10260,13,0.5323432683944702,0.5167597532272339
10260,14,0.8718048334121704,0.42454972863197327
10260,15,0.41338440775871277,0.6731893420219421
10260,16,0.8576771020889282,0.4487817585468292
10260,17,0.3938825726509094,0.9395846128463745
10260,18,0.8669566512107849,0.42891502380371094
10260,19,0.35575950145721436,0.9817762970924377
10260,20,0.8514164686203003,0.431977242231369
10260,21,0.3878416419029236,0.9761589169502258
10260,22,0.8411973118782043,0.4510599672794342
10260,23,0.4133380055427551,0.9664533138275146
10260,24,0.7479864954948425,0.7050106525421143
10260,25,0.6167620420455933,0.7335028648376465
10260,26,0.7155360579490662,0.8062568306922913
10260,27,0.5930051803588867,0.8018999099731445
10260,28,0.7010741829872131,0.8008223176002502
10260,29,0.584568977355957,0.8519728779792786
10260,30,0.6940216422080994,0.7908362746238708
10260,31,0.588882327079773,0.8404156565666199
10260,32,0.694972813129425,0.8979939818382263
10260,33,0.6038782596588135,0.9707965850830078
10260,Ball,0.7791666666666667,0.7461111111111111
10290,1,0.5944041609764099,0.5269361138343811
10290,2,0.6166183948516846,0.4546525180339813
10290,3,0.6325654983520508,0.44154950976371765
10290,4,0.6472502946853638,0.42905011773109436
10290,5,0.566988468170166,0.47193196415901184
10290,6,0.5520168542861938,0.4690593183040619
10290,7,0.5385423898696899,0.46425461769104004
10290,8,0.6675368547439575,0.38744011521339417
10290,9,0.5050432085990906,0.45011746883392334
10290,10,0.6205011606216431,0.5550038814544678
10290,11,0.5790390372276306,0.5662895441055298
10290,12,0.7389132976531982,0.4776374101638794
10290,13,0.4674861431121826,0.5235924124717712
10290,14,0.8514953851699829,0.5761540532112122
10290,15,0.3814881145954132,0.6723577976226807
10290,16,0.9136037826538086,0.7248072028160095
10290,17,0.3479757606983185,0.8705782890319824
10290,18,0.9581159949302673,0.7329624891281128
10290,19,0.31564533710479736,0.9067032933235168
10290,20,0.9296449422836304,0.7390204668045044
10290,21,0.339981347322464,0.9024229049682617
10290,22,0.9042000770568848,0.7477926015853882
10290,23,0.36269330978393555,0.8944568634033203
10290,24,0.7026382684707642,0.7068536877632141
10290,25,0.5677721500396729,0.734287679195404
10290,26,0.6983198523521423,0.8331170082092285
10290,27,0.584015429019928,0.8258233666419983
10290,28,0.685620903968811,0.8634005188941956
10290,29,0.5788947343826294,0.8646330833435059
10290,30,0.6773450970649719,0.857046902179718
10290,31,0.5825827121734619,0.8568882942199707
